CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/30/2021,7:10,BROOKLYN,11231,40.681705,-74.00431,"(40.681705, -74.00431)",COLUMBIA STREET,WOODHULL STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4412090,Bus,,,,
04/28/2021,16:28,BROOKLYN,11231,40.680374,-74.000465,"(40.680374, -74.000465)",,,18        2 PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4411595,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/30/2021,18:13,BROOKLYN,11231,40.6737,-74.00444,"(40.6737, -74.00444)",HENRY STREET,LORRAINE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4412105,Sedan,,,,
05/01/2021,15:00,BROOKLYN,11231,40.67448,-74.00202,"(40.67448, -74.00202)",CENTRE MALL,CLINTON STREET,,0,0,0,0,0,0,0,0,Glare,,,,,4412206,NYPD VAN,,,,
12/19/2021,2:42,BROOKLYN,11231,40.675117,-74.00962,"(40.675117, -74.00962)",LORRAINE STREET,OTSEGO STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4487978,Station Wagon/Sport Utility Vehicle,Sedan,,,
09/19/2021,11:56,BROOKLYN,11231,40.68643,-74.00006,"(40.68643, -74.00006)",,,479       HICKS STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4459604,Sedan,,,,
04/28/2021,16:50,BROOKLYN,11231,40.67859,-73.99049,"(40.67859, -73.99049)",,,347       BOND STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,4413822,AMBULANE,Sedan,,,
04/28/2021,20:15,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE,COURT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4413819,Sedan,,,,
09/19/2021,17:40,BROOKLYN,11231,40.679226,-74.01291,"(40.679226, -74.01291)",KING STREET,CONOVER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4459073,Station Wagon/Sport Utility Vehicle,,,,
09/20/2021,9:43,BROOKLYN,11231,40.68748,-74.00054,"(40.68748, -74.00054)",TIFFANY PLACE,KANE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4459492,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/20/2021,17:00,BROOKLYN,11231,40.67932,-73.992714,"(40.67932, -73.992714)",,,353       HOYT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4459315,Pick-up Truck,,,,
05/07/2021,6:28,BROOKLYN,11231,40.67812,-74.016914,"(40.67812, -74.016914)",COFFEY STREET,FERRIS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4414304,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/07/2021,16:41,BROOKLYN,11231,40.68112,-73.9905,"(40.68112, -73.9905)",,,437       SACKETT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4414298,Station Wagon/Sport Utility Vehicle,,,,
12/20/2021,17:00,BROOKLYN,11231,40.676693,-73.99683,"(40.676693, -73.99683)",LUQUER STREET,SMITH STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4488308,Bike,,,,
05/08/2021,6:30,BROOKLYN,11231,40.675117,-74.00962,"(40.675117, -74.00962)",LORRAINE STREET,OTSEGO STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,4415250,LIMO,Sedan,Sedan,,
05/08/2021,4:00,BROOKLYN,11231,40.678646,-74.00384,"(40.678646, -74.00384)",LUQUER STREET,HICKS STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4415252,Sedan,,,,
05/09/2021,18:45,BROOKLYN,11231,40.683655,-74.000404,"(40.683655, -74.000404)",,,174       UNION STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4414751,Station Wagon/Sport Utility Vehicle,,,,
12/21/2021,13:00,BROOKLYN,11231,40.687195,-74.00165,"(40.687195, -74.00165)",,,129       COLUMBIA STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4488609,Station Wagon/Sport Utility Vehicle,Bike,,,
03/29/2022,19:39,BROOKLYN,11231,40.680317,-73.996895,"(40.680317, -73.996895)",COURT STREET,1 PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4514624,Sedan,Bike,,,
09/23/2021,10:00,BROOKLYN,11231,40.67918,-74.01424,"(40.67918, -74.01424)",,,150       SULLIVAN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4460207,Station Wagon/Sport Utility Vehicle,,,,
09/23/2021,11:30,BROOKLYN,11231,40.677998,-74.00415,"(40.677998, -74.00415)",HICKS STREET,NELSON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4460206,Sedan,,,,
05/14/2021,7:10,BROOKLYN,11231,40.677505,-73.99979,"(40.677505, -73.99979)",,,136       LUQUER STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4416616,Pick-up Truck,Sedan,Sedan,Sedan,Sedan
05/14/2021,20:11,BROOKLYN,11231,40.677864,-73.99808,"(40.677864, -73.99808)",COURT STREET,4 PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4416598,Sedan,,,,
05/10/2021,10:00,BROOKLYN,11231,40.67671,-74.00477,"(40.67671, -74.00477)",HICKS STREET,WEST 9 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4416296,Sedan,Tractor Truck Diesel,,,
05/10/2021,18:30,BROOKLYN,11231,40.683655,-74.000404,"(40.683655, -74.000404)",,,174       UNION STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4415245,Sedan,Sedan,,,
05/11/2021,4:50,BROOKLYN,11231,40.678394,-74.01169,"(40.678394, -74.01169)",KING STREET,VAN BRUNT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4416300,Sedan,,,,
09/21/2021,13:40,BROOKLYN,11231,40.67447,-74.001976,"(40.67447, -74.001976)",CLINTON STREET,CENTRE MALL,,1,0,0,0,1,0,0,0,Obstruction/Debris,Unspecified,,,,4460653,Box Truck,Bike,,,
09/22/2021,15:30,BROOKLYN,11231,40.67393,-73.999954,"(40.67393, -73.999954)",HAMILTON AVENUE,COURT STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4459929,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/23/2022,17:07,BROOKLYN,11231,40.68048,-73.99336,"(40.68048, -73.99336)",,,322       PRESIDENT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4542394,Sedan,,,,
11/10/2021,12:10,BROOKLYN,11231,40.67468,-74.016045,"(40.67468, -74.016045)",VAN BRUNT STREET,REED STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4486389,Tractor Truck Gasoline,,,,
06/30/2022,8:00,BROOKLYN,11231,40.676514,-74.01576,"(40.676514, -74.01576)",,,221       CONOVER STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4542612,Sedan,Van,,,
07/01/2022,5:35,BROOKLYN,11231,40.677437,-73.99648,"(40.677437, -73.99648)",SMITH STREET,4 PLACE,,2,0,0,0,0,0,2,0,Obstruction/Debris,View Obstructed/Limited,,,,4542385,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/16/2021,13:50,BROOKLYN,11231,40.677547,-73.99138,"(40.677547, -73.99138)",2 STREET,BOND STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4417253,Sedan,Sedan,,,
05/17/2021,17:50,BROOKLYN,11231,40.678654,-74.01629,"(40.678654, -74.01629)",DIKEMAN STREET,FERRIS STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4417643,Sedan,,,,
07/01/2022,0:00,BROOKLYN,11231,40.67784,-73.99374,"(40.67784, -73.99374)",HOYT STREET,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4542819,Station Wagon/Sport Utility Vehicle,,,,
12/24/2021,15:00,BROOKLYN,11231,40.68558,-74.00048,"(40.68558, -74.00048)",,,519       HICKS STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4489386,Box Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/18/2021,16:08,BROOKLYN,11231,40.672615,-74.0006,"(40.672615, -74.0006)",LORRAINE STREET,COURT STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4418008,Sedan,Sedan,,,
09/26/2021,22:30,BROOKLYN,11231,40.67563,-74.00351,"(40.67563, -74.00351)",HENRY STREET,MILL STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4461509,Station Wagon/Sport Utility Vehicle,,,,
05/20/2021,22:50,BROOKLYN,11231,40.675842,-73.99905,"(40.675842, -73.99905)",HUNTINGTON STREET,COURT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4418991,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/19/2021,13:00,BROOKLYN,11231,40.673107,-73.99972,"(40.673107, -73.99972)",HAMILTON AVENUE,BUSH STREET,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Oversized Vehicle,,,,4418388,Sedan,Tractor Truck Gasoline,,,
05/21/2021,16:15,BROOKLYN,11231,40.685062,-74.00269,"(40.685062, -74.00269)",COLUMBIA STREET,SACKETT STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4418988,Station Wagon/Sport Utility Vehicle,,,,
07/01/2022,10:25,BROOKLYN,11231,40.686375,-73.99836,"(40.686375, -73.99836)",,,426       HENRY STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4542610,Station Wagon/Sport Utility Vehicle,Box Truck,,,
09/27/2021,14:00,BROOKLYN,11231,40.680443,-73.99196,"(40.680443, -73.99196)",,,317       HOYT STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4462431,Sedan,,,,
05/23/2021,20:04,BROOKLYN,11231,40.684326,-74.00551,"(40.684326, -74.00551)",VAN BRUNT STREET,PRESIDENT STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4419693,Bus,Bike,,,
05/23/2021,11:30,BROOKLYN,11231,40.678993,-73.99296,"(40.678993, -73.99296)",1 STREET,HOYT STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4419690,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/30/2022,8:27,BROOKLYN,11231,40.6774,-73.994545,"(40.6774, -73.994545)",,,55        4 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4542392,Station Wagon/Sport Utility Vehicle,,,,
07/01/2022,9:45,BROOKLYN,11231,40.682972,-73.999985,"(40.682972, -73.999985)",,,532       HENRY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4542614,Station Wagon/Sport Utility Vehicle,,,,
05/24/2021,10:15,BROOKLYN,11231,40.683067,-73.99557,"(40.683067, -73.99557)",SACKETT STREET,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4420442,Tractor Truck Gasoline,Station Wagon/Sport Utility Vehicle,,,
05/24/2021,7:15,BROOKLYN,11231,40.673836,-74.0023,"(40.673836, -74.0023)",BUSH STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4420443,Station Wagon/Sport Utility Vehicle,,,,
05/24/2021,11:32,BROOKLYN,11231,40.682693,-73.99043,"(40.682693, -73.99043)",HOYT STREET,DOUGLASS STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4420166,Carry All,,,,
03/31/2022,14:10,BROOKLYN,11231,40.68372,-74.00334,"(40.68372, -74.00334)",COLUMBIA STREET,PRESIDENT STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4515175,Sedan,Sedan,,,
09/30/2021,12:30,BROOKLYN,11231,40.681725,-73.996216,"(40.681725, -73.996216)",PRESIDENT STREET,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4462715,Ambulance,Station Wagon/Sport Utility Vehicle,,,
09/29/2021,6:08,BROOKLYN,11231,40.682274,-73.99349,"(40.682274, -73.99349)",SACKETT STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4463281,Bus,Station Wagon/Sport Utility Vehicle,,,
10/01/2021,13:27,BROOKLYN,11231,40.679943,-73.98956,"(40.679943, -73.98956)",BOND STREET,UNION STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4463061,Station Wagon/Sport Utility Vehicle,Bike,,,
05/27/2021,22:59,BROOKLYN,11231,40.676067,-74.00509,"(40.676067, -74.00509)",MILL STREET,HICKS STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4421491,Bike,,,,
05/27/2021,0:19,BROOKLYN,11231,40.67603,-74.01666,"(40.67603, -74.01666)",BEARD STREET,CONOVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4421492,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/27/2021,22:00,BROOKLYN,11231,40.675117,-74.00962,"(40.675117, -74.00962)",OTSEGO STREET,LORRAINE STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4421488,Sedan,Sedan,,,
09/29/2021,14:32,BROOKLYN,11231,40.673897,-74.00614,"(40.673897, -74.00614)",,,838       HICKS STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4462336,Minicycle,,,,
04/01/2022,15:17,BROOKLYN,11231,40.682697,-74.00009,"(40.682697, -74.00009)",,,553       HENRY STREET,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,Other Vehicular,Unspecified,Unspecified,4515513,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Motorcycle
10/02/2021,6:16,BROOKLYN,11231,40.67236,-74.01124,"(40.67236, -74.01124)",,,1         BEARD STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4463283,Sedan,,,,
10/02/2021,18:44,BROOKLYN,11231,40.67236,-74.01124,"(40.67236, -74.01124)",,,1         BEARD STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4463284,Station Wagon/Sport Utility Vehicle,,,,
12/28/2021,9:20,BROOKLYN,11231,40.68281,-74.002846,"(40.68281, -74.002846)",,,84        CARROLL STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4490325,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/28/2021,14:30,BROOKLYN,11231,40.675198,-73.99936,"(40.675198, -73.99936)",COURT STREET,WEST 9 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4423141,Sedan,Sedan,,,
09/26/2021,13:31,BROOKLYN,11231,40.681625,-74.00132,"(40.681625, -74.00132)",,,152       SUMMIT STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4464259,Station Wagon/Sport Utility Vehicle,,,,
03/31/2022,16:00,BROOKLYN,11231,40.678467,-73.99597,"(40.678467, -73.99597)",,,395       SMITH STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4515173,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/03/2021,21:34,BROOKLYN,11231,40.684177,-73.992195,"(40.684177, -73.992195)",SMITH STREET,BUTLER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4423341,Taxi,,,,
06/04/2021,23:45,BROOKLYN,11231,40.674362,-73.999,"(40.674362, -73.999)",,,34        GARNET STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4424155,Station Wagon/Sport Utility Vehicle,,,,
06/02/2021,13:30,BROOKLYN,11231,40.67641,-74.00104,"(40.67641, -74.00104)",HAMILTON AVENUE,CLINTON STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4423139,Sedan,Pick-up Truck,,,
06/05/2021,1:27,BROOKLYN,11231,40.676743,-73.99967,"(40.676743, -73.99967)",,,148       NELSON STREET,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,4424154,Taxi,Station Wagon/Sport Utility Vehicle,,,
06/05/2021,18:50,BROOKLYN,11231,40.676834,-74.0108,"(40.676834, -74.0108)",SULLIVAN STREET,RICHARDS STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4424157,Sedan,Motorcycle,,,
10/05/2021,9:50,BROOKLYN,11231,40.67769,-74.00041,"(40.67769, -74.00041)",LUQUER STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,4464537,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Box Truck
06/08/2021,16:25,BROOKLYN,11231,40.684177,-73.992195,"(40.684177, -73.992195)",BUTLER STREET,SMITH STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4424997,Station Wagon/Sport Utility Vehicle,,,,
06/08/2021,10:30,BROOKLYN,11231,40.67627,-74.003204,"(40.67627, -74.003204)",HENRY STREET,WEST 9 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4425307,Sedan,,,,
12/31/2021,11:00,BROOKLYN,11231,40.68005,-73.99598,"(40.68005, -73.99598)",,,116       1 PLACE,0,0,0,0,0,0,0,0,Unspecified,,,,,4491526,Sedan,Sedan,,,
10/06/2021,9:10,BROOKLYN,11231,40.673653,-73.99905,"(40.673653, -73.99905)",,,205       CENTRE STREET,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4464839,Sedan,Sedan,,,
06/09/2021,10:10,BROOKLYN,11231,40.67474,-73.99777,"(40.67474, -73.99777)",9 STREET,SMITH STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4426638,Sedan,,,,
06/10/2021,6:18,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4426637,Box Truck,Tractor Truck Diesel,,,
06/10/2021,15:30,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",HAMILTON AVENUE,COURT STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4426643,Sedan,Sedan,,,
06/09/2021,19:20,BROOKLYN,11231,40.677937,-74.012215,"(40.677937, -74.012215)",,,329       VAN BRUNT STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4426639,Station Wagon/Sport Utility Vehicle,,,,
10/06/2021,17:38,BROOKLYN,11231,40.682133,-74.00038,"(40.682133, -74.00038)",HENRY STREET,CARROLL STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4464840,Sedan,Bike,,,
04/02/2022,10:27,BROOKLYN,11231,40.677998,-74.00415,"(40.677998, -74.00415)",HICKS STREET,NELSON STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4515873,Station Wagon/Sport Utility Vehicle,,,,
06/12/2021,0:04,BROOKLYN,11231,40.6742,-73.99984,"(40.6742, -73.99984)",COURT STREET,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4426629,Sedan,Sedan,,,
