CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/31/2016,0:00,BROOKLYN,11216,40.683716,-73.93971,"(40.683716, -73.93971)",,,400       HANCOCK STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492267,Station Wagon/Sport Utility Vehicle,,,,
08/07/2016,16:05,BROOKLYN,11216,40.67327,-73.9474,"(40.67327, -73.9474)",PARK PLACE                      ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3496586,Sedan,Sedan,,,
08/12/2016,9:00,BROOKLYN,11216,40.67871,-73.952614,"(40.67871, -73.952614)",,,1155      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498802,Station Wagon/Sport Utility Vehicle,Sedan,,,
07/25/2016,20:00,BROOKLYN,11216,40.680153,-73.945076,"(40.680153, -73.945076)",,,1403      FULTON STREET                 ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3489624,Bike,Station Wagon/Sport Utility Vehicle,,,
08/16/2016,12:10,BROOKLYN,11216,40.686413,-73.94882,"(40.686413, -73.94882)",,,438       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501178,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/20/2016,15:00,BROOKLYN,11216,40.680355,-73.94912,"(40.680355, -73.94912)",,,1286      FULTON STREET                 ,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3487265,Motorbike,4 dr sedan,,,
07/17/2016,17:35,BROOKLYN,11216,40.68029,-73.94774,"(40.68029, -73.94774)",FULTON STREET                   ,VERONA PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3483196,Van,4 dr sedan,,,
07/04/2016,20:16,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",ROGERS AVENUE                   ,BERGEN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3475094,4 dr sedan,,,,
07/09/2016,14:23,BROOKLYN,11216,40.686,-73.95241,"(40.686, -73.95241)",,,356       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3477842,2 dr sedan,4 dr sedan,,,
07/17/2016,15:40,BROOKLYN,11216,40.69182,-73.94759,"(40.69182, -73.94759)",,,707       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3482422,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
07/05/2016,22:45,BROOKLYN,11216,40.68442,-73.95414,"(40.68442, -73.95414)",,,1168      BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3475105,2 dr sedan,Sedan,,,
07/05/2016,19:01,BROOKLYN,11216,40.682102,-73.94077,"(40.682102, -73.94077)",THROOP AVENUE                   ,MACON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3475101,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/08/2016,22:15,BROOKLYN,11216,40.673084,-73.95594,"(40.673084, -73.95594)",,,681       STERLING PLACE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3478531,4 dr sedan,4 dr sedan,,,
07/02/2016,18:20,BROOKLYN,11216,40.683018,-73.939224,"(40.683018, -73.939224)",,,374       HALSEY STREET                 ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3474491,Van,4 dr sedan,,,
06/29/2016,19:55,BROOKLYN,11216,40.68984,-73.945206,"(40.68984, -73.945206)",TOMPKINS AVENUE                 ,VAN BUREN STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,Unspecified,Unspecified,Unspecified,3474481,Station Wagon/Sport Utility Vehicle,4 dr sedan,4 dr sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
07/16/2016,12:20,BROOKLYN,11216,40.67363,-73.95401,"(40.67363, -73.95401)",PARK PLACE                      ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3483915,4 dr sedan,4 dr sedan,,,
07/22/2016,18:20,BROOKLYN,11216,40.678764,-73.95316,"(40.678764, -73.95316)",,,1143      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3487277,4 dr sedan,4 dr sedan,,,
07/04/2016,8:00,BROOKLYN,11216,40.675205,-73.950005,"(40.675205, -73.950005)",SAINT MARKS AVENUE              ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3475092,4 dr sedan,,,,
07/11/2016,17:20,BROOKLYN,11216,40.67342,-73.95017,"(40.67342, -73.95017)",PARK PLACE                      ,NOSTRAND AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3479226,4 dr sedan,4 dr sedan,,,
06/30/2016,5:59,BROOKLYN,11216,40.68165,-73.944595,"(40.68165, -73.944595)",,,164       MACON STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474482,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/16/2016,10:00,BROOKLYN,11216,40.67996,-73.94174,"(40.67996, -73.94174)",,,1482      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3481478,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/29/2016,19:45,BROOKLYN,11216,40.683582,-73.953964,"(40.683582, -73.953964)",PUTNAM AVENUE                   ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3472328,4 dr sedan,4 dr sedan,4 dr sedan,,
06/29/2016,14:30,BROOKLYN,11216,40.674313,-73.95009,"(40.674313, -73.95009)",NOSTRAND AVENUE                 ,PROSPECT PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3471588,4 dr sedan,Sedan,,,
07/14/2016,22:38,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",ROGERS AVENUE                   ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3480500,4 dr sedan,4 dr sedan,,,
07/14/2016,18:50,BROOKLYN,11216,40.690372,-73.947105,"(40.690372, -73.947105)",,,671       LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3482420,4 dr sedan,Tractor Truck Diesel,,,
07/20/2016,20:00,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",BEDFORD AVENUE                  ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3485637,4 dr sedan,4 dr sedan,,,
07/15/2016,0:15,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",BEDFORD AVENUE                  ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3481430,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/08/2016,12:00,BROOKLYN,11216,40.672752,-73.95432,"(40.672752, -73.95432)",BEDFORD AVENUE                  ,STERLING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3477815,4 dr sedan,4 dr sedan,,,
07/10/2016,22:50,BROOKLYN,11216,40.677845,-73.95282,"(40.677845, -73.95282)",BEDFORD AVENUE                  ,PACIFIC STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3479227,4 dr sedan,4 dr sedan,,,
06/30/2016,16:30,BROOKLYN,11216,40.68838,-73.94781,"(40.68838, -73.94781)",,,745       MARCY AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3472334,Station Wagon/Sport Utility Vehicle,,,,
07/13/2016,18:50,BROOKLYN,11216,40.67617,-73.95115,"(40.67617, -73.95115)",,,1061      BERGEN STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3479905,Pick-up Truck,4 dr sedan,,,
07/17/2016,8:32,BROOKLYN,11216,40.689247,-73.95026,"(40.689247, -73.95026)",,,350       CLIFTON PLACE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3481482,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/19/2016,7:30,BROOKLYN,11216,40.67164,-73.95034,"(40.67164, -73.95034)",NOSTRAND AVENUE                 ,SAINT JOHNS PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3484756,4 dr sedan,4 dr sedan,,,
07/18/2016,13:43,BROOKLYN,11216,40.67215,-73.953064,"(40.67215, -73.953064)",,,157       ROGERS AVENUE                 ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3482408,Bike,Bus,,,
07/08/2016,15:30,BROOKLYN,11216,40.676094,-73.94992,"(40.676094, -73.94992)",NOSTRAND AVENUE                 ,BERGEN STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3477105,4 dr sedan,Bike,,,
07/05/2016,23:45,BROOKLYN,11216,40.68039,-73.94956,"(40.68039, -73.94956)",NOSTRAND AVENUE                 ,FULTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3475103,2 dr sedan,4 dr sedan,,,
07/15/2016,11:30,BROOKLYN,11216,40.680607,-73.94338,"(40.680607, -73.94338)",,,482       TOMPKINS AVENUE               ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3487255,Station Wagon/Sport Utility Vehicle,Box Truck,,,
07/16/2016,20:37,BROOKLYN,11216,40.670746,-73.950424,"(40.670746, -73.950424)",NOSTRAND AVENUE                 ,LINCOLN PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3488916,4 dr sedan,Motorscooter,,,
07/05/2016,12:50,BROOKLYN,11216,40.6798,-73.93885,"(40.6798, -73.93885)",,,1554      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3474502,4 dr sedan,4 dr sedan,,,
07/04/2016,10:35,BROOKLYN,11216,40.670746,-73.950424,"(40.670746, -73.950424)",NOSTRAND AVENUE                 ,LINCOLN PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3474474,4 dr sedan,Bike,,,
06/30/2016,10:18,BROOKLYN,11216,40.68122,-73.94202,"(40.68122, -73.94202)",,,109       MACDONOUGH STREET             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3472332,4 dr sedan,4 dr sedan,,,
07/05/2016,19:16,BROOKLYN,11216,40.67765,-73.949776,"(40.67765, -73.949776)",NOSTRAND AVENUE                 ,PACIFIC STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3477104,4 dr sedan,,,,
07/18/2016,17:30,BROOKLYN,11216,40.679634,-73.94959,"(40.679634, -73.94959)",NOSTRAND AVENUE                 ,HERKIMER STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3487263,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/10/2016,1:40,BROOKLYN,11216,40.681175,-73.93768,"(40.681175, -73.93768)",,,465       MARCUS GARVEY BOULEVARD       ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3487291,2 dr sedan,4 dr sedan,,,
07/02/2016,17:50,BROOKLYN,11216,40.68064,-73.95338,"(40.68064, -73.95338)",FULTON STREET                   ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474490,Van,Sedan,,,
07/11/2016,18:45,BROOKLYN,11216,40.675205,-73.950005,"(40.675205, -73.950005)",NOSTRAND AVENUE                 ,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3479224,4 dr sedan,Bike,,,
07/06/2016,8:14,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",ROGERS AVENUE                   ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3475729,Sedan,4 dr sedan,,,
07/11/2016,9:50,BROOKLYN,11216,40.678314,-73.945366,"(40.678314, -73.945366)",,,1355      ATLANTIC AVENUE               ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3478542,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/17/2016,3:47,BROOKLYN,11216,40.68397,-73.944046,"(40.68397, -73.944046)",JEFFERSON AVENUE                ,TOMPKINS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3487261,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/01/2016,9:20,BROOKLYN,11216,40.680138,-73.945076,"(40.680138, -73.945076)",,,1392      FULTON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474483,4 dr sedan,4 dr sedan,,,
06/28/2016,16:00,BROOKLYN,11216,40.679222,-73.94187,"(40.679222, -73.94187)",,,349       HERKIMER STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470806,4 dr sedan,,,,
07/15/2016,10:50,BROOKLYN,11216,40.669937,-73.95184,"(40.669937, -73.95184)",,,497       EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3481454,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
07/06/2016,8:55,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",ATLANTIC AVENUE                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3483905,4 dr sedan,4 dr sedan,,,
07/21/2016,10:35,BROOKLYN,11216,40.678314,-73.945366,"(40.678314, -73.945366)",,,1355      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3487267,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
06/29/2016,23:35,BROOKLYN,11216,40.686287,-73.95449,"(40.686287, -73.95449)",,,1095      BEDFORD AVENUE                ,5,0,0,0,0,0,5,0,Unsafe Lane Changing,Unspecified,,,,3472329,4 dr sedan,4 dr sedan,,,
07/08/2016,18:42,BROOKLYN,11216,40.68079,-73.954124,"(40.68079, -73.954124)",,,1168      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3477840,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
07/07/2016,2:30,BROOKLYN,11216,40.68039,-73.94956,"(40.68039, -73.94956)",NOSTRAND AVENUE                 ,FULTON STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3487249,4 dr sedan,4 dr sedan,,,
07/01/2016,2:45,BROOKLYN,11216,40.68135,-73.94979,"(40.68135, -73.94979)",,,512       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3474485,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/16/2016,17:00,BROOKLYN,11216,40.67327,-73.9474,"(40.67327, -73.9474)",PARK PLACE                      ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3483916,4 dr sedan,4 dr sedan,,,
06/29/2016,0:30,BROOKLYN,11216,40.684734,-73.950455,"(40.684734, -73.950455)",NOSTRAND AVENUE                 ,MADISON STREET,,1,0,0,0,0,0,1,0,,,,,,3470810,4 dr sedan,Bike,,,
07/18/2016,21:22,BROOKLYN,11216,40.677845,-73.95282,"(40.677845, -73.95282)",BEDFORD AVENUE                  ,PACIFIC STREET,,4,0,0,0,0,0,4,0,Other Vehicular,Other Vehicular,,,,3490187,4 dr sedan,4 dr sedan,,,
06/30/2016,19:30,BROOKLYN,11216,40.675205,-73.950005,"(40.675205, -73.950005)",NOSTRAND AVENUE                 ,SAINT MARKS AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3475086,CEMEN,4 dr sedan,,,
07/01/2016,18:30,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,BEDFORD AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Unsafe Speed,,,,3474424,4 dr sedan,4 dr sedan,,,
07/07/2016,3:10,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",ROGERS AVENUE                   ,BERGEN STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3475732,4 dr sedan,Bike,,,
07/21/2016,12:14,BROOKLYN,11216,40.68024,-73.946754,"(40.68024, -73.946754)",NEW YORK AVENUE                 ,FULTON STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3487271,Station Wagon/Sport Utility Vehicle,Flat Bed,,,
07/15/2016,19:50,BROOKLYN,11216,40.686356,-73.94932,"(40.686356, -73.94932)",,,422       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3481476,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/03/2016,3:45,BROOKLYN,11216,40.678314,-73.94568,"(40.678314, -73.94568)",,,1402      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474471,4 dr sedan,4 dr sedan,,,
07/13/2016,18:15,BROOKLYN,11216,40.679634,-73.94959,"(40.679634, -73.94959)",NOSTRAND AVENUE                 ,HERKIMER STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3481466,4 dr sedan,4 dr sedan,,,
07/20/2016,0:45,BROOKLYN,11216,,,,,,1095      Bedford  Avenue               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3483922,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
07/22/2016,11:00,BROOKLYN,11216,40.671787,-73.95311,"(40.671787, -73.95311)",SAINT JOHNS PLACE               ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3487229,4 dr sedan,Sedan,,,
07/21/2016,9:30,BROOKLYN,11216,40.676807,-73.95576,"(40.676807, -73.95576)",FRANKLIN AVENUE                 ,BERGEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3485636,Tractor Truck Diesel,,,,
07/05/2016,14:00,BROOKLYN,11216,40.68686,-73.95144,"(40.68686, -73.95144)",,,260       QUINCY STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3475104,4 dr sedan,Bike,,,
07/20/2016,0:30,BROOKLYN,11216,40.68731,-73.94761,"(40.68731, -73.94761)",MARCY AVENUE                    ,QUINCY STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3483921,Sedan,,,,
07/22/2016,19:40,BROOKLYN,11216,40.67446,-73.95286,"(40.67446, -73.95286)",PROSPECT PLACE                  ,ROGERS AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3488917,Sedan,Sedan,,,
07/16/2016,9:35,BROOKLYN,11216,40.68414,-73.94903,"(40.68414, -73.94903)",,,300       PUTNAM AVENUE                 ,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3482421,2 dr sedan,,,,
07/15/2016,13:30,BROOKLYN,11216,40.67439,-73.95131,"(40.67439, -73.95131)",,,761       PROSPECT PLACE                ,5,0,0,0,0,0,5,0,Oversized Vehicle,Unspecified,,,,3483907,4 dr sedan,Box Truck,,,
07/14/2016,16:15,BROOKLYN,11216,40.67164,-73.95034,"(40.67164, -73.95034)",SAINT JOHNS PLACE               ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3480498,4 dr sedan,,,,
07/19/2016,16:09,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",ATLANTIC AVENUE                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3483912,4 dr sedan,4 dr sedan,,,
07/05/2016,15:45,BROOKLYN,11216,40.68015,-73.94496,"(40.68015, -73.94496)",,,1407      FULTON STREET                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3475100,2 dr sedan,Station Wagon/Sport Utility Vehicle,,,
06/29/2016,10:24,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3470750,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/20/2016,17:45,BROOKLYN,11216,40.6775,-73.94701,"(40.6775, -73.94701)",PACIFIC STREET                  ,NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3490188,4 dr sedan,4 dr sedan,,,
06/24/2016,16:07,BROOKLYN,11216,40.669704,-73.94774,"(40.669704, -73.94774)",NEW YORK AVENUE                 ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3468964,4 dr sedan,Pick-up Truck,,,
06/24/2016,18:00,BROOKLYN,11216,40.68327,-73.95016,"(40.68327, -73.95016)",NOSTRAND AVENUE                 ,JEFFERSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470785,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
06/17/2016,9:15,BROOKLYN,11216,40.679634,-73.94959,"(40.679634, -73.94959)",HERKIMER STREET                 ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3463245,4 dr sedan,4 dr sedan,,,
06/24/2016,12:15,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE                  ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3469874,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
06/09/2016,14:05,BROOKLYN,11216,40.680435,-73.95057,"(40.680435, -73.95057)",,,1248      FULTON STREET                 ,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3461443,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/11/2016,13:50,BROOKLYN,11216,40.68991,-73.95098,"(40.68991, -73.95098)",,,588       LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3461452,,,,,
06/22/2016,19:30,BROOKLYN,11216,40.678226,-73.94387,"(40.678226, -73.94387)",,,1389      ATLANTIC AVENUE               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3466832,Station Wagon/Sport Utility Vehicle,,,,
06/08/2016,13:30,BROOKLYN,11216,40.685963,-73.95068,"(40.685963, -73.95068)",,,355       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3461436,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/23/2016,11:56,BROOKLYN,11216,40.672527,-73.95026,"(40.672527, -73.95026)",NOSTRAND AVENUE                 ,STERLING PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,,,,3475082,4 dr sedan,4 dr sedan,,,
06/22/2016,0:00,BROOKLYN,11216,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3466786,4 dr sedan,Van,,,
06/05/2016,0:10,BROOKLYN,11216,40.691822,-73.94754,"(40.691822, -73.94754)",,,709       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3456363,4 dr sedan,4 dr sedan,,,
06/20/2016,0:25,BROOKLYN,11216,40.685898,-73.950676,"(40.685898, -73.950676)",,,357       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3484787,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
06/21/2016,0:05,BROOKLYN,11216,40.678764,-73.95316,"(40.678764, -73.95316)",,,1143      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3484793,4 dr sedan,4 dr sedan,,,
06/08/2016,13:00,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",BERGEN STREET                   ,ROGERS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3458617,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2016,19:55,BROOKLYN,11216,40.681633,-73.95133,"(40.681633, -73.95133)",HALSEY STREET                   ,ARLINGTON PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3484791,4 dr sedan,Box Truck,,,
06/21/2016,17:16,BROOKLYN,11216,40.683647,-73.94688,"(40.683647, -73.94688)",JEFFERSON AVENUE                ,MARCY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3466824,4 dr sedan,4 dr sedan,,,
06/17/2016,21:12,BROOKLYN,11216,40.67625,-73.95308,"(40.67625, -73.95308)",BERGEN STREET                   ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3465169,4 dr sedan,Sedan,,,
06/11/2016,16:20,BROOKLYN,11216,40.676872,-73.94985,"(40.676872, -73.94985)",DEAN STREET                     ,NOSTRAND AVENUE,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,3460639,Pick-up Truck,,,,
06/19/2016,15:13,BROOKLYN,11216,40.6775,-73.94701,"(40.6775, -73.94701)",NEW YORK AVENUE                 ,PACIFIC STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3469863,4 dr sedan,4 dr sedan,,,
06/16/2016,10:22,BROOKLYN,11216,40.68302,-73.9524,"(40.68302, -73.9524)",,,121       JEFFERSON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3484768,,,,,
06/14/2016,18:05,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",ROGERS AVENUE                   ,BERGEN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3462209,4 dr sedan,4 dr sedan,,,
06/05/2016,13:00,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",BEDFORD AVENUE                  ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3456307,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
